lead_id,company_name,industry,company_size,country,signup_date,source,demo_requested,emails_opened,response_time_hours,n_meetings,decision_maker_contacted,quoted_acv_eur,company_description,converted,converted_within_days,lead_segment_truth
L0271,Faro Data,retail,33,DE,2024-11-04,paid,False,15,1.5,3,True,4103.38,"Empresa de retail pequeña en DE, equipo joven y decide rápido.",True,6.0,quick_mover
L0106,Quinoa Tech,SaaS,18,ES,2024-05-14,organic,True,5,97.9,0,False,3143.5,Equipo de SaaS en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0689,Faro Labs,retail,135,ES,2024-12-07,referral,False,3,227.9,0,True,3382.94,Equipo de retail en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0790,Faro Group,retail,23,United Kingdom,2024-08-05,organic,True,0,95.0,0,False,4662.68,"Pyme de retail en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0794,Xilófono Networks,fintech,41,IT,2025-03-12,paid,False,3,1.7,3,False,7071.84,"Pyme de fintech ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,1.0,quick_mover
L0502,Faena Networks,retail,397,PT,2025-01-03,conference,False,1,238.6,1,False,4199.88,"Empresa de retail de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0471,Ruta Networks,logistics,217,ES,2025-02-15,conference,True,19,18.7,6,True,13533.63,"Corporación del sector logistics con presencia en varios países, ciclo de compra largo y comité formal.",True,8.0,strategic
L0260,Yedra Systems,SaaS,685,ES,2024-04-11,conference,True,15,119.4,6,True,22987.79,"Corporación del sector SaaS con presencia en varios países, ciclo de compra largo y comité formal.",False,,strategic
L0361,Nube Tech,healthcare,82,ES,2024-04-15,paid,False,3,89.6,1,False,8278.05,Equipo de healthcare en ES pidiendo info pero sin sponsor interno claro.,True,3.0,tire_kicker
L0247,Duna Works,fintech,163,ES,2025-08-22,organic,False,3,103.2,1,False,6936.77,"fintech SMB exploring options, no budget allocated yet, comparing free alternatives.",False,,tire_kicker
L0472,Setas Pro,retail,80,ES,2025-05-08,outbound,True,27,18.2,3,True,9589.17,"Multinacional de retail con procesos maduros, decisión por comité de compras.",True,12.0,strategic
L0664,Quinoa Labs,SaaS,15,ES,2025-05-13,outbound,True,12,2.7,2,False,2856.53,"Empresa de SaaS pequeña en ES, equipo joven y decide rápido.",True,80.0,quick_mover
L0525,Hada Hub,fintech,5,UK,2025-04-10,paid,True,8,1.7,2,True,7165.82,"Empresa de fintech pequeña en UK, equipo joven y decide rápido.",True,98.0,quick_mover
L0244,Bolero AI,SaaS,685,ES,12/03/2025,referral,True,24,62.6,8,True,16075.52,"Corporación del sector SaaS con presencia en varios países, ciclo de compra largo y comité formal.",True,18.0,strategic
L0267,Jaca Studio,logistics,10,DE,2024-03-26,organic,True,5,3.0,5,True,6319.5,"Startup de logistics con unos 10 empleados, busca cerrar trato en semanas.",False,,quick_mover
L0192,Pulpo Dynamics,logistics,22,PT,2024-09-24,organic,True,13,2.1,5,True,4107.06,"pequeña jugador de logistics en PT, ciclo de compra corto.",True,1.0,quick_mover
L0714,Ágora Digital,SaaS,208,UK,2025-06-12,referral,True,3,73.3,1,False,5947.54,Equipo de SaaS en UK pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0638,Ágora Tech,healthcare,174,DE,2024-12-22,referral,False,7,114.8,0,False,9604.42,"Negocio de healthcare curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0397,Zarza Labs,healthcare,19,DE,2025-11-02,organic,False,2,149.2,1,False,4625.47,"Empresa de healthcare de tamaño medio, descarga whitepapers pero no responde llamadas.",True,1.0,tire_kicker
L0711,Jaca Networks,healthcare,235,Italia,2024-12-24,organic,False,4,71.7,0,False,6129.13,"Negocio de healthcare curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0749,Cardo Works,SaaS,195,DE,2024-07-10,referral,True,4,94.3,0,False,4207.69,"Negocio de SaaS curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0535,Ibis Dynamics,fintech,40,ES,2024-10-08,paid,True,12,2.2,2,True,8505.49,"pequeña jugador de fintech en ES, ciclo de compra corto.",True,42.0,quick_mover
L99008,Elixir Cloud SL,logistics,57,PT,2025-09-10,paid,True,8,1.6,2,False,4181.56,"Startup de logistics con unos 57 empleados, busca cerrar trato en semanas.",True,1.0,quick_mover
L0456,Yedra Hub,logistics,21,ES,2025-07-25,outbound,False,8,2.0,2,True,3483.96,"Empresa de logistics pequeña en ES, equipo joven y decide rápido.",True,7.0,quick_mover
L0603,Olivo Data,SaaS,284,ES,2024-11-13,outbound,True,2,52.2,1,True,4163.42,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0565,Garbanzo Labs,healthcare,64,FR,2025-10-13,referral,False,4,79.7,1,True,5849.47,"Empresa de healthcare de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0487,Cardo Cloud,fintech,181,ES,2025-01-06,outbound,True,21,42.7,4,False,13856.75,"Empresa establecida en fintech, más de 181 empleados, requiere RFP y prueba piloto.",False,,strategic
L0483,Bolero AI,retail,235,Great Britain,2025-06-28,conference,True,28,32.7,7,True,15166.95,"Multinacional de retail con procesos maduros, decisión por comité de compras.",False,,strategic
L0544,Quinoa Systems,healthcare,108,DE,2024-11-28,paid,False,5,32.1,0,True,5902.0,Equipo de healthcare en DE pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0694,Hada Hub, logistics ,11,ES,2024-04-16,paid,True,8,2.5,5,True,2012.59,"pequeña jugador de logistics en ES, ciclo de compra corto.",True,21.0,quick_mover
L0625,Iberia Pro,healthcare,36,UK,2024-06-25,organic,true,5,31.0,0,True,4167.27,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0707,Verbena Hub,SaaS,228,IT,2025-11-06,referral,True,1,25.4,1,False,4917.82,"Negocio de SaaS curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0331,Pera Solutions,fintech,80,DE,2025-09-25,referral,False,3,77.0,0,True,5070.69,"Empresa de fintech de tamaño medio, descarga whitepapers pero no responde llamadas.",True,13.0,tire_kicker
L0142,Ágora Cloud,fintech,468,ES,2024-05-17,outbound,True,18,28.0,8,True,50713.65,"Corporación del sector fintech con presencia en varios países, ciclo de compra largo y comité formal.",True,31.0,strategic
L0593,Lila Systems,SaaS,61,ES,2025-10-13,referral,True,11,1.5,1,True,5432.86,"mediana jugador de SaaS en ES, ciclo de compra corto.",True,23.0,quick_mover
L0071,Cala Networks,fintech,28,PT,2025-11-19,conference,True,9,2.4,0,True,6327.39,"Startup de fintech con unos 28 empleados, busca cerrar trato en semanas.",True,1.0,quick_mover
L0316,Ruta Dynamics,healthcare,27,ES,2024-01-03,paid,True,7,7.5,3,True,6123.64,"Startup de healthcare con unos 27 empleados, busca cerrar trato en semanas.",False,,quick_mover
L0520,Wadi Digital,fintech,121,UK,2025-12-01,organic,false,1,51.4,0,False,6304.57,(no notes),False,,tire_kicker
L0242,Bizum Studio,fintech,84,DE,28-Nov-2025,PAID,True,3,51.7,1,True,6267.27,Equipo de fintech en DE pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0432,Setas Labs,logistics,48,UK,2025-07-14,organic,yes,2,157.7,3,False,2920.08,"Empresa de logistics de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0438,Nube Studio,retail,243,ES,2025-11-28,outbound,True,28,32.4,5,True,10863.53,"Corporación del sector retail con presencia en varios países, ciclo de compra largo y comité formal.",False,,strategic
L0599,Hidra Data,fintech,77,PT,2024-12-06,paid,False,2,83.4,1,False,5574.38,"Empresa de fintech de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0388,  Trébol Studio,retail,44,PT,2025-03-21,paid,True,4,35.2,2,False,4109.66,"Pyme de retail en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0300,Faena Cloud,retail,58,ES,2024-10-10,paid,False,3,90.7,0,False,3049.11,"Empresa de retail de tamaño medio, descarga whitepapers pero no responde llamadas.",True,1.0,tire_kicker
L0721,Naranja Digital,retail,181,ES,2025-11-16,referral,True,28,23.5,6,False,17807.73,"Líder de mercado en retail con sede en ES, integra herramientas a nivel grupo.",False,,strategic
L0143,Trébol Tech,fintech,177,FR,2024-02-14,organic,False,0,26.8,0,False,7544.8,Equipo de fintech en FR pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0536,Yedra Dynamics,logistics,24,ES,2024-03-04,paid,True,5,3.8,2,True,3448.44,"Startup de logistics con unos 24 empleados, busca cerrar trato en semanas.",True,20.0,quick_mover
L0783,"Jaca Works, S.L.",retail,320,IT,2025-11-29,conference,True,30,38.6,7,True,13318.68,"Líder de mercado en retail con sede en IT, integra herramientas a nivel grupo.",False,,strategic
L0057,Gamba Studio,healthcare,299,DE,2024-01-25,referral,True,25,59.3,3,True,21356.64,"Corporación del sector healthcare con presencia en varios países, ciclo de compra largo y comité formal.",False,,strategic
L0680,Setas Digital,logistics,262,ES,2025-11-28,organic,True,23,39.7,5,True,9179.36,"Corporación del sector logistics con presencia en varios países, ciclo de compra largo y comité formal.",False,,strategic
L0361,Nube Tech,healthcare,82,ES,2024-04-15,paid,False,3,89.6,1,False,8278.05,Equipo de healthcare en ES pidiendo info pero sin sponsor interno claro.,True,3.0,tire_kicker
L0482,Trébol Labs,fintech,41,PT,2024-09-17,paid,True,4,3.0,2,False,9215.93,"Pyme de fintech ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,36.0,quick_mover
L0589,Naranja Cloud,logistics,13,DE,2024-05-16,organic,False,5,1.7,3,True,2545.04,"Pyme de logistics ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,43.0,quick_mover
L0697,Duna Cloud,healthcare,47,ES,2025-09-05,organic,False,5,0.0,0,False,5835.77,Equipo de healthcare en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0197,Olivo Works,retail,1467,ES,2025-11-04,outbound,True,24,11.3,9,True,16266.17,"Empresa establecida en retail, más de 1467 empleados, requiere RFP y prueba piloto.",True,49.0,strategic
L0510,Cardo Systems,healthcare,5,ES,2025-12-07,referral,True,7,3.6,5,False,4697.97,"Empresa de healthcare pequeña en ES, equipo joven y decide rápido.",False,,quick_mover
L0461,Yedra Works,fintech,185,DE,2024-01-17,organic,True,28,47.7,4,True,20133.46,"Corporación del sector fintech con presencia en varios países, ciclo de compra largo y comité formal.",False,,strategic
L0416,Cardo Systems (España),logistics,26,ES,2024-09-13,paid,True,7,1.7,4,False,5006.72,"Startup de logistics con unos 26 empleados, busca cerrar trato en semanas.",True,4.0,quick_mover
L0674,Olivo Pro,healthcare,29,ES,2025-02-08,organic,False,2,138.0,0,False,3861.63,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0468,Pulpo Networks,fintech,81,United Kingdom,2025-12-10,organic,False,6,44.5,1,False,5512.03,"Negocio de fintech curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0518,Xilófono Digital,logistics,118,FR,2025-05-13,referral,False,3,240.0,0,False,2873.9,Equipo de logistics en FR pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0566,Ruta Digital,SaaS,220,DE,2024-07-16,paid,False,4,91.7,1,False,5219.79,Equipo de SaaS en DE pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0303,Dátil Labs,SaaS,310,PT,2024-05-06,organic,False,22,61.7,3,True,26290.8,"Líder de mercado en SaaS con sede en PT, integra herramientas a nivel grupo.",True,20.0,strategic
L0649,Kéfir Works,SaaS,27,,2024-12-04,referral,yes,5,46.3,0,False,5104.46,"Empresa de SaaS de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0037,Naranja Solutions,fintech,19,ES,2024-01-27,referral,True,9,1.2,1,True,6507.11,"pequeña jugador de fintech en ES, ciclo de compra corto.",True,4.0,quick_mover
L0352,Iberia Data,retail,8,ES,2025-11-20,paid,True,16,3.1,1,True,3206.71,"pequeña jugador de retail en ES, ciclo de compra corto.",True,11.0,quick_mover
L0277,Faro Group,SAAS,28,UK,2025-10-11,paid,True,10,5.6,3,False,5311.34,"Empresa de SaaS pequeña en UK, equipo joven y decide rápido.",True,5.0,quick_mover
L0229,Cardo Pro,retail,91,ES,2024-10-04,paid,False,3,198.2,1,True,5029.61,"Negocio de retail curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0650,Faro Studio, logistics ,63,ES,2025-12-15,outbound,True,8,2.1,2,True,2814.89,"Startup de logistics con unos 63 empleados, busca cerrar trato en semanas.",False,,quick_mover
L0003,Dátil Hub,logistics,117,UK,2024-10-17,referral,False,2,50.9,0,False,3763.82,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0575,Ágora Works,healthcare,77,,2024-08-13,outbound,False,3,218.2,0,True,8670.05,"Negocio de healthcare curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0288,Ibis Tech,SaaS,169,ES,2025-06-17,conference,false,24,19.1,9,True,11669.03,"Empresa establecida en SaaS, más de 169 empleados, requiere RFP y prueba piloto.",True,21.0,strategic
L0597,Verbena Networks,fintech,24,ES,2025-07-24,organic,True,1,70.5,0,False,4724.65,"Pyme de fintech en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0112,Zarza Group,logistics,15,DE,2025-05-02,paid,True,9,2.7,1,False,4171.97,"Empresa de logistics pequeña en DE, equipo joven y decide rápido.",True,5.0,quick_mover
L0132,Hada Systems,fintech,63,ES,2024-12-15,paid,N,3,41.9,0,False,5397.85,"Empresa de fintech de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0179,"Garbanzo Studio, S.L.",fintech,49,IT,2025-05-19,organic,False,2,53.8,0,True,4550.67,"Empresa de fintech de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0097,Ruta Cloud,retail,599,IT,2024-05-16,conference,True,22,43.4,7,True,10126.98,"Líder de mercado en retail con sede en IT, integra herramientas a nivel grupo.",True,,strategic
L0555,"Hada Cloud, S.L.",SaaS,40,PT,2024-11-14,organic,True,11,1.4,4,True,4913.71,"Startup de SaaS con unos 40 empleados, busca cerrar trato en semanas.",False,,quick_mover
L0075,Uva Networks,logistics,8,ES,2024-07-16,paid,True,1,3.2,4,True,3993.79,"Startup de logistics con unos 8 empleados, busca cerrar trato en semanas.",True,56.0,quick_mover
L0362,Wadi Dynamics,healthcare,16,UK,2024-03-06,paid,True,9,1.3,3,True,6245.27,"Pyme de healthcare ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,2.0,quick_mover
L0485,Duna Studio,SaaS,35,FR,2025-12-14,referral,True,10,1.6,4,True,4365.25,"pequeña jugador de SaaS en FR, ciclo de compra corto.",True,1.0,quick_mover
L0616,Iberia AI,logistics,57,FR,2024-03-19,paid,True,7,36.2,0,True,4294.8,"Pyme de logistics en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0660,Elixir Hub,logistics,421,IT,2025-12-17,conference,True,27,18.3,13,True,24172.45,"Empresa establecida en logistics, más de 421 empleados, requiere RFP y prueba piloto.",True,95.0,strategic
L0577,Duna Works,logistics,244,ES,2024-11-15,organic,False,5,80.5,0,False,3462.32,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0451,Ruta Networks,Saas,18,PT,2025-03-24,organic,True,8,1.9,4,False,3097.0,"Empresa de SaaS pequeña en PT, equipo joven y decide rápido.",False,,quick_mover
L0717,Ibis Labs,logistics,154,IT,2025-04-29,conference,True,25,31.7,3,True,12702.39,"Líder de mercado en logistics con sede en IT, integra herramientas a nivel grupo.",False,,strategic
L0467,Ibis AI,retail,155,pt,2025-07-25,organic,False,5,23.0,0,False,3797.38,"Pyme de retail en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0758,Duna Digital,healthcare,41,ES,2024-05-06,organic,False,3,63.4,0,False,4594.21,Equipo de healthcare en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0367,Manzana Group,healthcare,44,IT,2024-12-10,paid,True,3,110.0,1,False,3846.32,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0380,Ibis Data,retail,79,ES,2025-10-06,organic,False,3,173.2,1,False,5689.22,Equipo de retail en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0785,Garbanzo Pro,retail,45,PT,2024-06-10,referral,False,1,91.8,1,False,3057.82,"Negocio de retail curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0165,Jaca Systems,retail,544,ES,2024-10-22,referral,True,26,27.1,4,False,13735.23,"Líder de mercado en retail con sede en ES, integra herramientas a nivel grupo.",True,1.0,strategic
L0005,Yedra Data,SaaS,11,UK,2024-05-08,organic,True,12,2.0,1,True,4806.42,"Empresa de SaaS pequeña en UK, equipo joven y decide rápido.",False,,quick_mover
L0726,"Cardo Cloud, S.L.",fintech,15,IT,2027-08-15,referral,True,10,1.7,3,False,5574.22,"pequeña jugador de fintech en IT, ciclo de compra corto.",True,2.0,quick_mover
L0583,Ágora Pro,fintech,14,IT,2025-11-13,organic,True,10,4.4,2,False,6107.13,"Empresa de fintech pequeña en IT, equipo joven y decide rápido.",True,80.0,quick_mover
L0686,Estuario Group,healthcare,47,FR,2025-05-16,conference,False,7,2.8,2,True,11677.22,"Startup de healthcare con unos 47 empleados, busca cerrar trato en semanas.",True,3.0,quick_mover
L0345,Pulpo AI,healthcare,83,ES,2024-03-06,organic,False,4,106.3,0,False,5909.07,Equipo de healthcare en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0227,Verbena Digital,retail,25,ES,2024-07-16,paid,True,6,5.3,3,False,4453.21,"pequeña jugador de retail en ES, ciclo de compra corto.",False,,quick_mover
L0122,Setas Hub,fintech,34,ES,2025-09-09,paid,False,1,75.8,1,False,3736.71,"Pyme de fintech en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0207,Bizum Cloud,retail,15,DE,2024-11-04,conference,True,5,1.5,0,True,2581.87,"pequeña jugador de retail en DE, ciclo de compra corto.",False,,quick_mover
L0051,Ágora Studio,fintech,14,DE,2024-07-04,paid,True,8,2.8,2,False,5400.24,"Pyme de fintech ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,16.0,quick_mover
L0608,Verbena Digital,healthcare,17,DE,2025-01-16,paid,True,11,3.2,2,True,4159.12,"Pyme de healthcare ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,15.0,quick_mover
L0744,Verbena Data,retail,34,ES,2024-01-26,paid,True,6,3.2,4,True,3843.87,"Empresa de retail pequeña en ES, equipo joven y decide rápido.",True,1.0,quick_mover
L0702,Duna Pro,healthcare,9,ES,2025-07-28,organic,Y,9,1.2,1,True,4448.21,"pequeña jugador de healthcare en ES, ciclo de compra corto.",False,,quick_mover
L0474,Bizum Studio,healthcare,23,PT,2025-01-30,paid,True,8,1.2,5,True,6012.52,"pequeña jugador de healthcare en PT, ciclo de compra corto.",True,2.0,quick_mover
L0488,Wadi Labs,SaaS,11,PT,2024-12-04,paid,False,5,1.8,1,False,4474.64,"Startup de SaaS con unos 11 empleados, busca cerrar trato en semanas.",True,13.0,quick_mover
L0257,Kéfir Digital,logistics,91,ES,21/08/2024,paid_legacy,False,8,235.5,1,False,7222.46,"Pyme de logistics en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0218,Xilófono AI,SaaS,34,ES,2025-10-02,conference,True,6,1.5,1,True,4766.1,"pequeña jugador de SaaS en ES, ciclo de compra corto.",True,1.0,quick_mover
L0255,Bizum Group,retail,12,PT,2025-09-16,paid,True,10,2.0,2,True,2669.91,"pequeña jugador de retail en PT, ciclo de compra corto.",True,5.0,quick_mover
L0023,Pulpo  Cloud,healthcare,81,PT,2025-03-23,organic,True,2,41.3,0,True,4110.42,"Empresa de healthcare de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0576,Ruta Hub,retail,227,UK,2024-12-29,conference,True,23,56.0,8,True,12018.54,"Líder de mercado en retail con sede en UK, integra herramientas a nivel grupo.",True,108.0,strategic
L0449,Lila Dynamics,retail,59,DE,2024-01-18,outbound,True,5,3.7,5,True,5490.09,"Startup de retail con unos 59 empleados, busca cerrar trato en semanas.",True,3.0,quick_mover
L0172,Acme Studio,retail,300,FR,2025-06-03,referral,True,15,45.5,10,True,16648.09,"Multinacional de retail con procesos maduros, decisión por comité de compras.",False,,strategic
L0386,Acme Labs,logistics,111,UK,2025-12-12,paid,False,4,215.0,0,True,4104.84,Equipo de logistics en UK pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0626,Elixir Solutions,fintech,483,IT,2025-06-23,paid,True,28,14.2,8,False,15880.49,"Empresa establecida en fintech, más de 483 empleados, requiere RFP y prueba piloto.",False,,strategic
L0296,Quinoa Networks,logistics,52,ES,2025-03-06,outbound,True,4,31.1,0,True,5401.65,Equipo de logistics en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0465,Ágora AI,healthcare,531,ESP,2024-07-27,conference,True,27,16.4,5,True,16239.27,"Multinacional de healthcare con procesos maduros, decisión por comité de compras.",False,,strategic
L0346,Iberia Cloud,logistics,45,ES,2025-03-28,organic,False,2,93.7,1,False,4530.76,"Empresa de logistics de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0117,Hidra Hub,fintech,136,IT,2025-11-05,Conf.,False,0,74.0,1,False,5698.31,"Pyme de fintech en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0445,Yedra Tech,SaaS,35,ES,2024-08-23,outbound,True,11,1.5,2,False,7552.91,"Empresa de SaaS pequeña en ES, equipo joven y decide rápido.",False,,quick_mover
L0020,Pulpo Dynamics,retail,92,ES,2024-04-19,organic,False,1,72.6,0,True,3436.62,Equipo de retail en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0610,Hada Networks,logistics,288,ES,2024-08-05,conference,True,20,22.3,9,False,13816.21,"Corporación del sector logistics con presencia en varios países, ciclo de compra largo y comité formal.",True,67.0,strategic
L0774,Quinoa Cloud,healthcare,87,Deutschland,2025-11-24,organic,False,3,132.4,0,False,4521.64,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0284,Dátil Works,logistics,35,IT,2025-12-05,referral,True,6,1.3,1,True,2531.59,TBD,True,21.0,quick_mover
L0029,Pera Dynamics,SaaS,42,ES,2025-01-15,paid,True,7,1.5,3,True,5995.62,"Startup de SaaS con unos 42 empleados, busca cerrar trato en semanas.",True,9.0,quick_mover
L0672,Nube Systems,SaaS,856,es,2025-01-14,referral,True,22,53.2,10,True,,"Corporación del sector SaaS con presencia en varios países, ciclo de compra largo y comité formal.",True,10.0,strategic
L0450,Olivo Hub,logistics,171,ES,2025-12-22,organic,False,3,98.4,0,False,3456.54,"Pyme de logistics en fase exploratoria, sin presupuesto asignado todavía. 🚀💰",False,,tire_kicker
L0256,Garbanzo Tech,fintech,226,ES,2024-04-10,conference,True,2,26.8,1,False,14605.55,Equipo de fintech en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0379,Acme Group,SaaS,217,FR,2024-06-24,outbound,True,28,29.7,6,True,25287.18,(no notes),True,30.0,strategic
L0240,Ruta AI,retail,10,ES,2024-05-27,referral,True,10,1.9,0,True,3162.25,"pequeña jugador de retail en ES, ciclo de compra corto.",True,1.0,quick_mover
L0799,Manzana Systems,retail,167,ES,2025-11-27,organic,False,1,63.0,0,True,4081.71,"Negocio de retail curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0473,Pera Solutions,healthcare,24,DE,2025-06-14,paid,False,6,2.4,1,True,6893.79,"Startup de healthcare con unos 24 empleados, busca cerrar trato en semanas.",True,2.0,quick_mover
L0616,Iberia AI,logistics,57,FR,2024-03-19,paid,True,7,36.2,0,True,4294.8,"Pyme de logistics en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0068,Iberia Dynamics,SaaS,15,United Kingdom,2025-07-10,paid,True,10,2.7,4,True,5029.33,"pequeña jugador de SaaS en UK, ciclo de compra corto.",True,1.0,quick_mover
L0711,Jaca Networks,healthcare,235,Italia,2024-12-24,organic,False,4,71.7,0,False,6129.13,"Negocio de healthcare curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0444,Iberia Pro,SaaS,8,IT,2024-09-09,paid,yes,8,2.8,3,False,3434.08,"pequeña jugador de SaaS en IT, ciclo de compra corto.",False,,quick_mover
L0741,Wadi Data,,13,ES,2025-09-01,paid,True,8,1.4,3,True,7424.8,"Pyme de fintech ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,9.0,quick_mover
L0328,Pulpo Systems,retail,302,España,2025-01-15,outbound,True,14,23.5,7,False,12008.42,"Líder de mercado en retail con sede en ES, integra herramientas a nivel grupo.",True,,strategic
L99000,Ibis Works,fintech,29,ES,2025-10-21,organic,False,4,62.2,0,False,9046.25,"Negocio de fintech curioso pero sin urgencia, comparando alternativas gratuitas.",True,9.0,tire_kicker
L0370,Manzana Networks,retail,130,PT,2024-09-01,referral,False,5,94.4,1,False,3923.24,"Negocio de retail curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0359,Jaca Dynamics,SaaS,130,IT,2024-08-14,paid_legacy,True,25,21.3,2,False,14149.67,(no notes),False,,strategic
L0647,Ibis Hub,healthcare,10,ES,2024-11-20,outbound,True,2,2.1,1,True,3038.12,"pequeña jugador de healthcare en ES, ciclo de compra corto.",True,6.0,quick_mover
L0795,Jaca Cloud,retail,29,FR,2025-05-13,paid,False,7,1.2,1,False,4418.58,"Startup de retail con unos 29 empleados, busca cerrar trato en semanas.",False,,quick_mover
L0195,Gamba Dynamics,fintech,10,ES,2024-12-18,referral,True,10,1.4,2,True,4390.27,"pequeña jugador de fintech en ES, ciclo de compra corto.",True,78.0,quick_mover
L0746,Duna Dynamics,fintech,612,ES,2025-06-23,outbound,True,30,31.7,4,True,23670.59,"Corporación del sector fintech con presencia en varios países, ciclo de compra largo y comité formal.",True,47.0,strategic
L0693,Elixir Pro,retail,19,FR,2025-02-03,organic,True,13,1.8,7,False,4315.86,"pequeña jugador de retail en FR, ciclo de compra corto.",True,16.0,quick_mover
L0454,Zarza Tech, retail ,28,UK,2024-11-06,conference,True,11,1.0,1,True,4231.86,"Empresa de retail pequeña en UK, equipo joven y decide rápido.",False,,quick_mover
L0008,Lila Data,SaaS,92,Unknown,2025-05-17,organic,False,2,76.6,1,False,8944.12,Equipo de SaaS en FR pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0074,Dátil Hub,retail,13,FR,2025-07-24,conference,True,8,1.2,2,False,3392.96,"Pyme de retail ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,19.0,quick_mover
L0782,Ibis Works,fintech,29,ES,2025-10-21,organic,False,5,62.2,0,False,9046.25,"Negocio de fintech curioso pero sin urgencia, comparando alternativas gratuitas.",True,9.0,tire_kicker
L0425,Garbanzo Hub,SaaS,62,ES,2025-01-09,organic,False,2,240.0,1,False,2549.58,Equipo de SaaS en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0299,Ibis Dynamics,logistics,383,DE,2024-06-12,organic,False,4,70.6,1,False,4022.48,Equipo de logistics en DE pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0560,Olivo Cloud,fintech,163,DE,2024-12-18,conference,True,27,15.0,9,True,20224.9,"Multinacional de fintech con procesos maduros, decisión por comité de compras.",True,41.0,strategic
